GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
8600000US73430,73430,ZCTA5 73430,73,46,22,20,8,11,5,7,0,10,0,10,0,10,0,10,0,10,0,10,38,37
8600000US73931,73931,ZCTA5 73931,94,31,24,19,36,25,2,4,0,10,5,7,3,4,0,10,0,10,0,10,24,15
8600000US73949,73949,ZCTA5 73949,143,41,33,22,21,17,21,19,5,5,15,16,0,12,0,12,0,12,12,18,36,25
8600000US75001,75001,ZCTA5 75001,5892,443,290,175,954,225,806,210,955,238,534,165,465,149,484,133,306,132,956,257,142,81
8600000US75002,75002,ZCTA5 75002,4576,442,86,74,414,186,666,256,566,172,672,213,490,197,326,166,219,101,900,274,237,122
8600000US75006,75006,ZCTA5 75006,7424,359,238,108,729,219,1161,217,1303,252,821,188,528,137,433,145,726,168,1211,206,274,101
8600000US75007,75007,ZCTA5 75007,4800,356,129,80,344,128,487,151,693,184,659,202,728,203,249,102,391,119,973,219,147,71
8600000US75009,75009,ZCTA5 75009,596,189,0,18,72,60,40,37,41,64,205,118,31,39,49,53,69,76,40,49,49,38
8600000US75010,75010,ZCTA5 75010,4265,407,183,115,333,173,799,266,952,275,559,251,293,141,222,127,287,151,453,174,184,125
