GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median gross rent,Margin of Error; Median gross rent
8600000US73430,73430,ZCTA5 73430,667,282
8600000US73931,73931,ZCTA5 73931,688,265
8600000US73949,73949,ZCTA5 73949,630,96
8600000US75001,75001,ZCTA5 75001,1053,37
8600000US75002,75002,ZCTA5 75002,1181,59
8600000US75006,75006,ZCTA5 75006,950,24
8600000US75007,75007,ZCTA5 75007,1067,43
8600000US75009,75009,ZCTA5 75009,872,126
8600000US75010,75010,ZCTA5 75010,1138,36
8600000US75013,75013,ZCTA5 75013,1395,71
8600000US75019,75019,ZCTA5 75019,1199,54
8600000US75020,75020,ZCTA5 75020,743,42
8600000US75021,75021,ZCTA5 75021,616,68
8600000US75022,75022,ZCTA5 75022,1875,457
8600000US75023,75023,ZCTA5 75023,1209,58
8600000US75024,75024,ZCTA5 75024,1194,25
8600000US75025,75025,ZCTA5 75025,1186,36
8600000US75028,75028,ZCTA5 75028,1594,104
8600000US75032,75032,ZCTA5 75032,1246,133
8600000US75034,75034,ZCTA5 75034,1217,43
8600000US75035,75035,ZCTA5 75035,1491,68
8600000US75038,75038,ZCTA5 75038,898,17
8600000US75039,75039,ZCTA5 75039,1233,44
8600000US75040,75040,ZCTA5 75040,1029,40
8600000US75041,75041,ZCTA5 75041,867,36
8600000US75042,75042,ZCTA5 75042,819,38
8600000US75043,75043,ZCTA5 75043,969,36
8600000US75044,75044,ZCTA5 75044,1088,44
8600000US75048,75048,ZCTA5 75048,1348,417
8600000US75050,75050,ZCTA5 75050,884,22
8600000US75051,75051,ZCTA5 75051,833,24
8600000US75052,75052,ZCTA5 75052,1102,39
8600000US75054,75054,ZCTA5 75054,1595,750
8600000US75056,75056,ZCTA5 75056,1131,51
8600000US75057,75057,ZCTA5 75057,1006,38
8600000US75058,75058,ZCTA5 75058,945,56
8600000US75060,75060,ZCTA5 75060,829,24
8600000US75061,75061,ZCTA5 75061,794,16
8600000US75062,75062,ZCTA5 75062,858,22
8600000US75063,75063,ZCTA5 75063,1038,35
8600000US75065,75065,ZCTA5 75065,961,97
8600000US75067,75067,ZCTA5 75067,970,13
8600000US75068,75068,ZCTA5 75068,1396,101
8600000US75069,75069,ZCTA5 75069,926,27
8600000US75070,75070,ZCTA5 75070,1378,79
8600000US75071,75071,ZCTA5 75071,1182,65
8600000US75074,75074,ZCTA5 75074,1076,32
8600000US75075,75075,ZCTA5 75075,1041,45
8600000US75076,75076,ZCTA5 75076,933,96
8600000US75077,75077,ZCTA5 75077,1168,100
8600000US75078,75078,ZCTA5 75078,1299,105
8600000US75080,75080,ZCTA5 75080,1078,41
8600000US75081,75081,ZCTA5 75081,1136,30
8600000US75082,75082,ZCTA5 75082,1269,77
8600000US75087,75087,ZCTA5 75087,1233,101
8600000US75088,75088,ZCTA5 75088,1352,66
8600000US75089,75089,ZCTA5 75089,1309,185
8600000US75090,75090,ZCTA5 75090,816,53
8600000US75092,75092,ZCTA5 75092,807,30
8600000US75093,75093,ZCTA5 75093,1135,42
8600000US75094,75094,ZCTA5 75094,1862,272
8600000US75098,75098,ZCTA5 75098,1190,81
8600000US75101,75101,ZCTA5 75101,721,150
8600000US75102,75102,ZCTA5 75102,993,184
8600000US75103,75103,ZCTA5 75103,847,77
8600000US75104,75104,ZCTA5 75104,1175,40
