GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD08,HD02_VD08,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16
8600000US75035,75035,ZCTA5 75035,109173,5715,118876,4059,126596,6392,105371,6964,71442,14482,95625,28539,51683,73809,96287,7325,65335,20375,65329,23770,65347,44817
8600000US75038,75038,ZCTA5 75038,52704,5822,69036,7161,65071,11930,72733,9692,32143,6321,36992,11120,35872,2702,56167,33586,28566,8294,23317,11466,44688,21964
8600000US75039,75039,ZCTA5 75039,101932,15197,121151,21091,109100,23563,130411,27667,61066,23733,60417,17456,-,**,75250,65391,61579,29027,62607,23180,40987,47642
8600000US75040,75040,ZCTA5 75040,57754,2771,67555,3829,64564,5106,72097,9296,37400,3107,35583,4815,31572,4497,50208,25539,38958,3556,34950,7570,47583,8368
8600000US75041,75041,ZCTA5 75041,43268,2668,51152,4177,44442,3823,60714,6719,27014,2066,41597,10889,31159,6492,58935,10575,24858,5000,17695,3221,39936,12534
8600000US75042,75042,ZCTA5 75042,41594,2844,49285,2544,46855,6088,56129,9052,29121,2675,30472,4019,28016,6822,43708,11661,27412,5940,22205,4144,33102,5839
8600000US75043,75043,ZCTA5 75043,62536,3266,75307,3669,70366,3112,79864,3369,37369,6055,47733,4193,24886,35430,58500,18008,34790,4058,30253,5511,45328,8036
8600000US75044,75044,ZCTA5 75044,71902,6196,90155,6833,87603,13161,95321,7497,40950,4934,41406,24830,50052,27018,41328,39695,40894,6437,37857,8355,45074,10477
8600000US75048,75048,ZCTA5 75048,92477,10676,103110,6155,103506,8847,102292,16255,62260,23171,79734,18225,78828,15791,92417,82382,56012,11178,57607,14539,55833,51624
8600000US75050,75050,ZCTA5 75050,49746,4104,60682,4264,53129,4641,65318,6369,32195,3951,49024,11420,29963,20884,62623,21029,30057,5496,23223,3832,40571,8645
8600000US75051,75051,ZCTA5 75051,41981,2706,51280,3314,48848,4153,54303,5220,25596,4593,30453,5522,20532,4959,51250,1745,23703,5985,18955,7240,27778,7616
8600000US75052,75052,ZCTA5 75052,72805,2026,83559,3513,82598,4202,86074,6765,42632,3535,50125,8282,42589,27371,56132,12096,41595,2017,36213,4144,52826,3193
8600000US75054,75054,ZCTA5 75054,108565,3809,111653,26974,113182,36879,105565,40717,61288,52605,-,**,-,**,-,**,61288,52605,62424,22650,19722,70769
8600000US75056,75056,ZCTA5 75056,96689,7792,107962,4775,112278,6019,102716,9729,56662,7166,59647,11411,37043,37479,81250,22326,52361,9544,36494,17440,71667,14340
8600000US75057,75057,ZCTA5 75057,54117,6273,64769,9041,62881,9198,70125,9934,36134,6296,52964,18355,47135,35910,61667,51119,33125,12514,23344,8954,56336,27494
8600000US75058,75058,ZCTA5 75058,85787,14187,94306,18570,65417,30957,115667,9408,50000,6480,62841,26731,53750,19861,-,**,37917,24739,29722,25650,48750,93089
8600000US75060,75060,ZCTA5 75060,48957,3434,57777,4899,48018,6228,70942,6228,28941,1809,37872,14038,32750,10792,51333,22115,26639,4105,19442,6176,44698,15021
8600000US75061,75061,ZCTA5 75061,42224,1514,47313,3048,41792,1574,62303,4533,29938,3175,38393,13184,21368,1390,54803,7406,27444,3250,22423,3711,41706,5373
8600000US75062,75062,ZCTA5 75062,49096,3361,57072,4688,54574,5001,60560,5876,34311,4135,36863,7965,30417,7428,47415,5997,31250,4716,19426,3856,42900,9126
8600000US75063,75063,ZCTA5 75063,100668,4966,116917,7640,120726,7601,112724,9467,51904,10448,46902,36773,90464,73881,44844,20864,52033,10320,50250,16713,56920,7893
8600000US75065,75065,ZCTA5 75065,79447,7837,92000,10906,91389,24871,92212,11420,51250,38023,29173,29475,28212,18123,64688,3695,63031,37043,36204,37001,70516,31969
8600000US75067,75067,ZCTA5 75067,64892,3657,79205,5987,73435,6106,85673,8121,45286,5415,50290,6334,39310,7719,58406,10468,40776,5099,31327,5722,57228,8827
8600000US75068,75068,ZCTA5 75068,88876,5416,99676,3136,98248,5143,101936,6987,46049,9357,55164,14315,51691,11407,65667,40850,39535,13374,34033,6950,78552,23586
8600000US75069,75069,ZCTA5 75069,55941,5515,73158,6529,50446,6219,86345,11660,28570,5804,30081,10124,26979,10374,39512,20506,26775,8310,17417,8144,36691,5595
8600000US75070,75070,ZCTA5 75070,107196,4750,117817,3590,119398,3520,111267,5872,62022,8752,87394,31299,100119,36345,59732,91400,57778,9091,57967,8048,51932,36159
8600000US75071,75071,ZCTA5 75071,87299,5286,94196,5970,94757,7374,93701,10706,56732,10296,91786,38679,73438,67904,95417,35288,55286,8823,55765,11077,47147,28333
8600000US75074,75074,ZCTA5 75074,60942,4915,78793,6408,73485,12930,80504,4971,36726,2737,40022,6398,35533,12276,48851,7196,31903,7509,25684,2916,47000,11281
8600000US75075,75075,ZCTA5 75075,89107,5239,102272,6337,109096,11540,97199,8387,51500,13212,63107,17232,70682,14923,41908,36625,42986,12842,29327,21488,52708,11508
8600000US75076,75076,ZCTA5 75076,67692,9727,69840,4850,70066,8089,69559,9404,36250,35126,39583,42566,26864,17793,117826,63932,35208,45350,24312,3941,78250,36992
8600000US75077,75077,ZCTA5 75077,109130,7582,121328,6599,122318,11653,119583,8331,58164,6977,80040,45785,52841,40590,98750,53601,54322,8858,44664,13192,72500,22441
8600000US75078,75078,ZCTA5 75078,130038,8394,135244,8333,133670,10835,138333,23899,53900,9701,54500,89278,54083,70321,-,**,53000,36867,53188,80815,46750,31635
8600000US75080,75080,ZCTA5 75080,80305,4869,92745,6701,89237,9777,94720,7548,51599,3138,60612,8763,60521,38789,60668,8711,50356,5159,36313,15477,62279,15152
8600000US75081,75081,ZCTA5 75081,75118,4108,85862,3919,84333,6420,88079,5160,42724,7035,57714,18694,76250,39619,50982,18409,40789,6289,34219,8871,54423,23917
8600000US75082,75082,ZCTA5 75082,122308,12413,133125,9802,164135,20835,112137,7914,76397,16433,66439,40902,106853,74027,61806,30507,77426,15406,76838,19574,80870,45456
8600000US75087,75087,ZCTA5 75087,95940,5359,104108,6249,109296,9486,100428,9695,53857,7606,64539,20181,64679,19908,62917,64063,41064,7357,36552,5067,72813,22795
8600000US75088,75088,ZCTA5 75088,90472,9777,99289,5019,103081,6426,93793,11989,61328,9531,64688,21621,60906,13085,92875,35925,57121,16757,56667,37257,58100,19068
8600000US75089,75089,ZCTA5 75089,93860,8416,102999,3939,102294,4877,105332,10463,57569,19659,58239,55526,105208,95337,24792,129188,52069,19597,46765,15510,64074,14535
8600000US75090,75090,ZCTA5 75090,44194,4209,54155,4375,48750,12751,56181,7830,24214,5636,32288,7620,17127,21814,45616,12217,20909,9633,15872,6462,29327,9283
8600000US75092,75092,ZCTA5 75092,63580,5653,76070,5306,76556,9634,75685,6145,38141,7680,47388,8468,47260,22831,48750,9563,32123,4250,30551,4678,40000,19472
8600000US75093,75093,ZCTA5 75093,126979,7475,141989,10268,147311,12414,138360,13056,49905,7327,70236,29926,100313,59101,67628,22020,46250,11952,39787,15323,56341,27718
8600000US75094,75094,ZCTA5 75094,119759,6394,122784,14614,127742,16878,120731,16702,81654,9674,39568,24876,-,**,39273,7941,89333,22157,88000,30496,102926,33693
8600000US75098,75098,ZCTA5 75098,85696,3373,94880,5860,96250,5713,92516,9913,47917,7002,69464,14413,56383,24517,75946,8767,45545,6086,46538,4390,41695,12639
8600000US75101,75101,ZCTA5 75101,35052,6802,36250,3268,36333,1711,36000,13132,10313,17701,-,**,-,**,-,**,11875,25881,12188,30491,-,**
8600000US75102,75102,ZCTA5 75102,41364,17899,55809,26951,37786,26267,72212,56907,31654,6999,-,**,-,**,-,**,31250,1264,31213,232,37750,41787
8600000US75103,75103,ZCTA5 75103,63106,7823,70141,8014,74195,5708,63011,6731,33021,20655,39250,29470,15875,10063,45592,9873,26750,20977,14129,14500,60938,59861
8600000US75104,75104,ZCTA5 75104,79330,3612,91411,5654,90530,9580,91953,6666,48326,5289,74138,23696,48583,54940,92426,28617,44685,5979,40267,5149,55826,4658
8600000US75105,75105,ZCTA5 75105,70875,26632,72000,9314,72250,10494,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**
8600000US75109,75109,ZCTA5 75109,71118,13214,81127,6765,87986,8980,77292,11042,33500,4962,57308,2594,61250,6914,56364,866,31691,3573,34000,14356,31034,3761
8600000US75110,75110,ZCTA5 75110,45400,3488,59339,4430,63167,13022,58648,3167,25149,5591,34778,10528,33448,3276,56014,23960,22813,5933,16502,7143,30313,9635
8600000US75114,75114,ZCTA5 75114,71597,15641,82701,10049,82619,27435,82750,9294,46935,17781,88355,43468,-,**,87829,79384,45927,9946,33958,68885,46129,7508
8600000US75115,75115,ZCTA5 75115,76802,3533,91854,4438,93992,5596,89107,9486,42927,4379,47639,14356,49676,8121,40870,21146,42806,4143,39622,3970,63333,20315
8600000US75116,75116,ZCTA5 75116,59627,3393,65660,3671,58382,4138,73042,5612,39787,6494,41696,15086,36186,11735,63869,55077,39282,5602,28750,14881,62188,8956
8600000US75117,75117,ZCTA5 75117,49097,5451,53984,13019,64271,7360,49132,5670,24301,3514,24875,7130,25278,2121,23750,104135,24063,8171,23929,38059,24118,10531
8600000US75119,75119,ZCTA5 75119,49244,2315,59740,5747,49673,3269,66917,11553,36603,7556,45732,4781,46435,4995,41042,18742,31067,9469,30617,13681,36406,18692
8600000US75124,75124,ZCTA5 75124,52575,6200,54345,5962,52755,6868,60455,15601,34292,4115,34375,32800,33000,18803,-,**,34250,8841,22083,29215,34688,3619
8600000US75125,75125,ZCTA5 75125,56964,11202,69879,12770,74474,26375,68080,12668,15833,9138,21250,12986,-,**,21250,12986,12452,13351,10000,13928,30781,34928
8600000US75126,75126,ZCTA5 75126,90887,4526,97850,4001,96332,4730,101194,5265,46032,4155,51758,12226,46287,16145,53750,34690,44507,4292,42588,2985,60197,36227
8600000US75127,75127,ZCTA5 75127,57727,8906,60114,15729,92536,13254,46000,12500,34583,28171,36250,16540,41250,16563,-,**,22321,107922,14000,7327,91125,13328
8600000US75132,75132,ZCTA5 75132,82721,40054,82721,40054,85669,47113,66250,37716,-,**,-,**,-,**,-,**,-,**,-,**,-,**
8600000US75134,75134,ZCTA5 75134,51211,6554,65600,5359,67069,17045,60117,11387,31103,4714,43839,17635,43571,21259,52750,37403,28869,4546,22353,8419,45714,17316
8600000US75135,75135,ZCTA5 75135,70250,15008,77292,12838,89044,11647,72955,21209,46250,23521,37177,34000,57604,49667,36838,28581,49167,26007,43750,32391,57083,75552
8600000US75137,75137,ZCTA5 75137,63256,5999,78908,6246,65208,22241,83340,7193,45889,5830,55991,12390,56462,13667,53214,90801,42534,6490,34896,15859,50476,8641
8600000US75140,75140,ZCTA5 75140,49628,6746,56269,4032,56005,9500,56875,6414,26716,3847,38750,8283,41944,39497,29861,9194,25042,8545,7284,13275,27043,18947
8600000US75141,75141,ZCTA5 75141,40931,7957,43393,12452,36509,14256,51500,12900,31184,15062,30724,30022,-,**,31250,34456,35729,16209,22237,14007,50750,36933
8600000US75142,75142,ZCTA5 75142,64481,4067,76735,5086,76997,9285,74107,12166,34680,8820,70117,36221,50109,17884,74375,29969,32774,4275,26726,13888,50938,11057
8600000US75143,75143,ZCTA5 75143,48006,4240,56691,6096,53250,12990,58060,8718,30556,11903,35921,12119,44615,30031,34664,5089,21328,4976,15714,8453,32500,17985
8600000US75144,75144,ZCTA5 75144,46726,10622,64286,10346,68750,20787,60750,21039,28542,3079,43036,21150,37344,13722,53375,91989,27708,9383,27500,15075,29250,22217
8600000US75146,75146,ZCTA5 75146,63564,2931,69884,8169,63929,8911,76681,10084,44559,8254,48482,33754,51042,46096,48036,80760,43109,11790,31815,9272,59911,22314
8600000US75147,75147,ZCTA5 75147,53294,6274,63705,12912,73657,3604,49167,6313,29021,15305,28355,22600,8977,23130,34063,75175,29329,29832,15156,17344,54000,11488
8600000US75148,75148,ZCTA5 75148,41351,5922,54375,5503,72917,8688,47054,6725,26406,6149,35139,15372,23250,13697,53813,11585,21875,10581,17054,8593,32571,9281
8600000US75149,75149,ZCTA5 75149,51403,3672,62093,3867,57708,5693,65865,2989,33362,4332,52696,12179,43068,11093,62601,13011,28114,6445,21261,1534,46563,11397
8600000US75150,75150,ZCTA5 75150,52431,3899,67442,3778,57473,8319,74229,7287,33692,4717,38387,4721,28214,10923,52074,46858,31937,3481,27732,4919,51182,11580
8600000US75152,75152,ZCTA5 75152,59167,13098,61780,17009,53438,20750,73125,20759,54050,13251,110119,74227,137829,169765,82159,65291,48438,29133,48438,47934,51250,41074
8600000US75153,75153,ZCTA5 75153,38616,11193,38393,12385,-,**,37946,11161,53750,52682,-,**,-,**,-,**,60345,49047,60948,10517,-,**
8600000US75154,75154,ZCTA5 75154,69928,5759,82045,4734,83192,4501,78845,9447,46885,4611,49833,19088,40673,5781,64816,23938,45524,6937,36940,12724,60000,32249
8600000US75155,75155,ZCTA5 75155,43542,13406,49444,18488,57572,33189,45536,16829,36250,8652,-,**,-,**,-,**,34886,8345,34545,11481,38438,112102
8600000US75156,75156,ZCTA5 75156,44117,4721,49601,5885,53427,12088,49201,4798,26913,10011,25441,11218,22621,15052,72969,61715,30045,12015,15096,10736,33750,2290
8600000US75157,75157,ZCTA5 75157,51250,16383,56250,12315,55179,15040,59375,25248,40750,20387,56250,53294,-,**,56250,51754,40250,34657,-,**,-,**
8600000US75158,75158,ZCTA5 75158,61845,9882,77731,18830,63125,18283,82037,12130,36179,7246,37250,19377,30000,46542,37250,32559,35757,13148,36902,36150,27200,21449
8600000US75159,75159,ZCTA5 75159,51757,5158,60821,8334,57013,13370,66321,13841,35177,3296,34458,5077,53036,26231,33729,4792,35641,8281,25179,29628,37204,15530
8600000US75160,75160,ZCTA5 75160,53496,4693,63781,4389,51195,7697,73091,3182,29272,4127,32107,20636,6843,15887,45000,43409,27773,4765,22037,9013,37950,14504
8600000US75161,75161,ZCTA5 75161,56894,9490,72460,12845,85843,9392,70068,18535,29435,19678,42500,17488,44103,6445,29435,12944,22325,21589,21429,3539,37361,31124
8600000US75163,75163,ZCTA5 75163,68438,30887,85281,32432,51364,8742,86594,19873,39688,26748,-,**,-,**,-,**,42750,27333,18750,56723,43500,38096
8600000US75164,75164,ZCTA5 75164,60625,24526,77708,35387,61875,48141,78125,62474,35417,31444,-,**,-,**,-,**,38750,16953,-,**,41250,21302
8600000US75165,75165,ZCTA5 75165,66469,2148,77155,3320,76816,6727,77464,4261,29768,5425,31409,4347,32277,11679,30509,5210,24881,11823,21250,3278,40181,7604
8600000US75166,75166,ZCTA5 75166,78288,6531,81855,12253,81089,11325,85417,39464,30602,12341,27708,69448,22019,9989,-,**,31111,16793,40536,31882,30833,5867
8600000US75167,75167,ZCTA5 75167,80588,8552,85328,9768,95104,23817,81071,9664,26875,27374,28250,34813,29500,48999,-,**,25938,40779,3977,38252,43828,25253
8600000US75169,75169,ZCTA5 75169,49915,3395,60511,7786,53250,21546,61585,6486,31974,9287,39631,13318,39347,19192,41389,16949,25320,8657,19438,8472,31250,16641
8600000US75172,75172,ZCTA5 75172,38115,13040,39622,18123,37661,23197,52958,21357,23750,19897,47917,33441,50288,43046,46042,23027,13375,5304,"2,500-",***,14875,34995
8600000US75173,75173,ZCTA5 75173,73385,11898,82350,13981,81500,27104,85074,22092,55500,10267,36696,35350,-,**,-,**,56750,7274,51250,346,58107,13824
8600000US75180,75180,ZCTA5 75180,39450,2627,45602,6771,40652,4116,50761,5469,31548,4164,36786,19879,31910,6681,51905,31070,29875,5774,30886,5402,26417,20507
8600000US75181,75181,ZCTA5 75181,80282,9570,96197,4283,95635,5331,97417,19202,38494,16408,43403,38728,43194,32883,80375,126821,37660,16524,25389,9985,54412,20390
8600000US75182,75182,ZCTA5 75182,87230,20378,98571,29878,114500,31083,83750,24703,40096,29488,95735,87603,-,**,95735,87603,28393,23461,40270,22753,-,**
8600000US75189,75189,ZCTA5 75189,80579,3285,83342,7427,88785,4364,79344,9905,47262,5554,68571,38246,88429,25799,52169,23849,43030,12956,35303,25346,69231,69507
8600000US75201,75201,ZCTA5 75201,119375,15022,141375,14611,136094,144439,141938,15266,43824,74644,17115,119034,"2,500-",***,128125,56759,68203,64468,9464,48744,115699,71926
8600000US75202,75202,ZCTA5 75202,110556,17956,122292,17712,-,**,122292,17712,102984,68192,-,**,-,**,-,**,103387,41082,-,**,103710,15779
8600000US75203,75203,ZCTA5 75203,30976,3431,41993,8511,39271,17129,43375,14708,22365,4227,26726,8950,19420,2524,32164,11819,21290,3444,18878,2164,27350,8766
8600000US75204,75204,ZCTA5 75204,61098,17746,104330,10350,45667,19117,128882,22915,28339,7582,45859,6346,18750,12054,50750,21959,21224,13811,13699,4786,31786,3843
8600000US75205,75205,ZCTA5 75205,196484,18208,225300,13925,243264,29615,203056,26146,78529,31810,175000,147590,218229,119555,21394,162247,72609,23295,62108,18237,94632,18567
8600000US75206,75206,ZCTA5 75206,70295,8949,87285,7011,91920,25529,85726,5311,46777,6194,46822,14094,29864,29140,50436,9091,46667,8091,36530,12386,50417,8596
8600000US75207,75207,ZCTA5 75207,86406,57753,91875,89631,-,**,88750,78224,-,**,-,**,-,**,-,**,-,**,-,**,-,**
8600000US75208,75208,ZCTA5 75208,45888,3142,59178,7330,48558,10230,67364,9322,30940,4912,39693,6931,39236,16319,39929,6734,27712,4207,26465,2932,35190,14716
8600000US75209,75209,ZCTA5 75209,91188,13955,124821,24554,122536,30413,136094,37949,40398,9942,36413,34627,24653,206499,36957,23090,43039,11010,39931,17529,43664,31295
8600000US75210,75210,ZCTA5 75210,21488,6092,30639,15093,18793,28329,31417,7262,17109,11292,22955,12167,8958,11518,24773,8871,12875,16424,11146,10309,21188,9299
8600000US75211,75211,ZCTA5 75211,38612,1984,45822,2111,43235,4790,50476,4332,28570,2797,35907,2684,25552,3660,50306,13776,25622,3523,17395,2674,40911,5504
8600000US75212,75212,ZCTA5 75212,32594,2395,42026,2940,42182,4840,41931,5629,23449,3136,33730,4352,29459,5867,41932,21485,21550,1552,19250,5462,28838,4093
8600000US75214,75214,ZCTA5 75214,119419,10023,131915,7911,150614,23379,126667,8302,46898,13775,59297,36129,40509,37082,82632,45323,44057,11694,26250,13992,62167,37416
8600000US75215,75215,ZCTA5 75215,29735,5430,47500,9501,44236,13167,49813,12542,22878,2656,24492,15772,14583,10417,37900,28128,22301,3162,22647,5184,22091,3776
8600000US75216,75216,ZCTA5 75216,27489,1390,35000,2503,35583,3352,34680,3614,21812,1770,30583,4262,30917,11227,30445,5183,20530,2341,15071,4265,26599,1715
8600000US75217,75217,ZCTA5 75217,36298,1187,42138,2140,37119,2288,53324,4016,27291,2803,41186,9468,36097,2402,47325,6579,23377,2195,14942,2661,30430,3102
8600000US75218,75218,ZCTA5 75218,82299,9410,100318,6504,102679,7295,94810,11335,50987,15822,52500,30581,40833,32209,70610,36262,50625,17792,24653,27037,63750,11469
8600000US75219,75219,ZCTA5 75219,91580,11500,123226,20631,55583,30795,150110,18357,23750,6272,38261,24314,25395,15520,53235,23061,18375,15142,11114,5617,28224,8666
8600000US75220,75220,ZCTA5 75220,33605,2940,42318,3840,36944,4596,56667,15993,25067,2463,30784,7014,23796,1750,35917,6693,22532,3602,19491,4947,34333,8747
8600000US75223,75223,ZCTA5 75223,42844,8952,51419,8376,51389,17769,51429,12471,28621,3417,30709,8045,30372,8059,34063,28239,27337,3430,16553,4522,44667,12647
8600000US75224,75224,ZCTA5 75224,36908,2303,48444,5882,42326,4127,54983,3665,26046,2181,35391,4051,26829,4709,41472,4132,21200,3744,16767,1502,34050,8305
8600000US75225,75225,ZCTA5 75225,207917,23472,224306,18229,"250,000+",***,161510,15110,115592,51757,205625,167326,59712,127960,233144,134266,89125,74536,133750,72682,57917,50980
8600000US75226,75226,ZCTA5 75226,45893,19701,55156,21335,38021,18200,73125,29969,-,**,-,**,-,**,-,**,-,**,-,**,-,**
8600000US75227,75227,ZCTA5 75227,38289,2545,45283,3228,40684,3169,56941,6570,28438,2195,32779,7826,25197,9462,42850,9092,27434,2979,23710,4285,33967,2166
8600000US75228,75228,ZCTA5 75228,39708,2636,53142,4254,47543,4782,62625,6262,25888,2946,40106,6945,33080,11868,46767,6580,21295,2306,16540,2292,29307,8347
8600000US75229,75229,ZCTA5 75229,82294,10770,107476,5848,107871,10586,106859,11627,45577,10644,47411,16895,46071,17626,48672,30153,42303,11690,36361,10320,56466,13737
8600000US75230,75230,ZCTA5 75230,116000,18512,147107,21223,158068,41316,143886,18508,54042,19470,69219,19727,60399,47972,77768,15114,45231,25463,38846,36474,53315,32432
8600000US75231,75231,ZCTA5 75231,35109,4520,47485,7222,27637,6840,66125,15416,24317,2044,34107,8805,29076,6906,37829,7619,18651,5178,15789,3902,26250,10241
8600000US75232,75232,ZCTA5 75232,42895,4897,54915,9390,46382,23676,57824,11550,30778,2941,48250,23076,27225,51112,53542,15676,29873,3174,20607,5002,41280,8504
8600000US75233,75233,ZCTA5 75233,43534,5964,52949,5020,49233,11687,63802,15198,33750,4986,32679,3663,32115,11976,33152,15277,35341,10473,19663,12248,59632,27444
8600000US75234,75234,ZCTA5 75234,58923,2392,64783,3387,60119,6883,67813,5539,38818,6046,39048,8293,32929,7067,45192,16154,38516,7954,23945,10235,59656,8580
